MAP-1,,,,,
NoiseMode,NoiseLevel,TrialTime_sec,ClosestApproach_raw,UnsafeProximity_0or1,UnsafeProximityCount
FALSE,0,10.02,948.3,1,3
FALSE,0,10.02,948.3,1,3
FALSE,0,10.02,948.3,1,3
,,,,,
MAP-2,,,,,
False,0,10.02,964.8,1,3
False,0,10.02,964.8,1,3
False,0,10.02,964.8,1,3
